0	735014	0.01	0
10000	72122	31.59	1
20000	53498	36.98	3
30000	52217	42.22	5
40000	52117	47.54	6
50000	52002	52.54	8
60000	51887	57.80	10
70000	51873	62.64	11
80000	51628	67.91	13
90000	51378	73.05	15
100000	51378	78.08	16
110000	51378	82.79	18
120000	51378	87.82	20
130000	51378	92.66	21
140000	51378	97.26	23
150000	51378	102.24	25
160000	51240	106.71	26
170000	51240	111.38	28
180000	51240	115.99	30
190000	51240	120.59	31
200000	51223	125.29	33
210000	51223	130.14	35
220000	51223	135.14	36
230000	51223	140.07	38
240000	51223	144.81	40
250000	51223	149.63	41
260000	51223	154.55	43
270000	51223	160.21	45
280000	51223	165.17	46
290000	51223	170.02	48
300000	51223	175.19	50
310000	51223	180.75	51
320000	51223	186.12	53
330000	51223	191.47	55
340000	51207	197.21	56
350000	51201	202.23	58
360000	51201	207.51	60
370000	51201	213.04	61
380000	51201	218.22	63
390000	51201	223.89	65
400000	51201	227.87	66
410000	51201	233.30	68
420000	51201	237.99	70
430000	51201	243.94	71
440000	51201	249.97	73
450000	51201	255.56	75
460000	51201	260.47	76
470000	51170	266.09	78
480000	51157	270.95	80
490000	51157	276.44	81
500000	51157	281.70	83
510000	51157	286.65	85
520000	51157	292.32	86
530000	51157	297.89	88
540000	51157	303.20	90
550000	51157	309.84	91
560000	51074	316.56	93
570000	51074	322.60	95
580000	51074	328.86	96
590000	51074	336.01	98
