0	729275	0.01	0
10000	75902	29.86	1
20000	53478	36.10	3
30000	52539	41.57	5
40000	52095	46.41	6
50000	51984	51.37	8
60000	52106	56.69	10
70000	51917	61.45	11
80000	51533	66.60	13
90000	51533	71.19	15
100000	51533	75.86	16
110000	51435	80.74	18
120000	51435	85.27	20
130000	51435	90.35	21
140000	51435	94.74	23
150000	51386	100.00	25
160000	51386	104.50	26
170000	51386	109.25	28
180000	51386	114.04	30
190000	51386	118.39	31
200000	51215	122.96	33
210000	51215	128.08	35
220000	51215	132.71	36
230000	51215	137.50	38
240000	51207	141.84	40
250000	51165	146.39	41
260000	51139	151.12	43
270000	51139	155.37	45
280000	51105	160.59	46
290000	51105	164.95	48
300000	51094	169.98	50
310000	51094	174.70	51
320000	51094	180.14	53
330000	51094	183.78	55
340000	51085	189.26	56
350000	51085	192.71	58
360000	51064	198.34	60
370000	51064	203.57	61
380000	51064	209.02	63
390000	51064	215.01	65
400000	51064	219.65	66
410000	51064	225.37	68
420000	51064	230.21	70
430000	51064	236.35	71
440000	51064	241.94	73
450000	51064	247.23	75
460000	51064	253.98	76
470000	51059	259.95	78
480000	51059	265.48	80
490000	51009	271.92	81
500000	50957	278.23	83
510000	50957	283.52	85
520000	50957	291.87	86
530000	50957	298.59	88
540000	50909	305.04	90
550000	50895	313.16	91
560000	50895	321.53	93
570000	50895	328.67	95
580000	50895	336.44	96
590000	50883	343.56	98
