0	736566	0.01	0
10000	74583	34.30	1
20000	53311	39.69	3
30000	52619	44.67	5
40000	51926	49.93	6
50000	51896	54.68	8
60000	51685	59.94	10
70000	51682	64.42	11
80000	51658	69.51	13
90000	51644	74.44	15
100000	51562	79.04	16
110000	51562	83.72	18
120000	51562	88.50	20
130000	51562	93.26	21
140000	51562	98.04	23
150000	51539	103.59	25
160000	51539	108.60	26
170000	51335	113.46	28
180000	51335	118.46	30
190000	51335	123.69	31
200000	51335	128.21	33
210000	51335	133.64	35
220000	51335	138.53	36
230000	51335	143.32	38
240000	51335	148.11	40
250000	51316	152.68	41
260000	51316	157.39	43
270000	51316	161.37	45
280000	51316	165.70	46
290000	51246	170.14	48
300000	51211	174.66	50
310000	51211	179.16	51
320000	51211	183.81	53
330000	51211	188.02	55
340000	51211	192.63	56
350000	51128	197.17	58
360000	51128	201.57	60
370000	51128	205.96	61
380000	51128	210.09	63
390000	51128	214.93	65
400000	51128	219.23	66
410000	51128	224.64	68
420000	51128	228.57	70
430000	51128	235.24	71
440000	51028	241.96	73
450000	51028	246.65	75
460000	51028	254.44	76
470000	51028	262.54	78
480000	51028	268.38	80
490000	51006	275.73	81
500000	51006	283.54	83
510000	51006	291.33	85
520000	51006	298.90	86
530000	51006	305.95	88
540000	51006	313.59	90
550000	51006	320.16	91
560000	51006	329.48	93
570000	51006	335.33	95
580000	51006	342.88	96
590000	51006	348.88	98
