0	730446	0.01	0
10000	74987	31.96	1
20000	53483	36.82	3
30000	52580	41.81	5
40000	52139	46.64	6
50000	52103	51.44	8
60000	51622	56.86	10
70000	51475	61.84	11
80000	51424	67.08	13
90000	51424	71.61	15
100000	51424	76.47	16
110000	51601	81.18	18
120000	51601	85.84	20
130000	51205	90.87	21
140000	51205	95.63	23
150000	51204	100.60	25
160000	51174	104.42	26
170000	51174	109.51	28
180000	51174	114.17	30
190000	51162	118.90	31
200000	51039	122.94	33
210000	51039	128.10	35
220000	51039	132.47	36
230000	51039	136.93	38
240000	51039	141.02	40
250000	51032	144.82	41
260000	51032	149.94	43
270000	51032	153.77	45
280000	51032	158.48	46
290000	51032	162.81	48
300000	51032	167.06	50
310000	51032	170.82	51
320000	51032	175.29	53
330000	51032	178.96	55
340000	51032	182.88	56
350000	51032	187.30	58
360000	51032	191.62	60
370000	51032	195.64	61
380000	51032	200.15	63
390000	51032	205.03	65
400000	51027	209.47	66
410000	51027	214.95	68
420000	51027	219.64	70
430000	51027	225.31	71
440000	51027	230.78	73
450000	51027	238.09	75
460000	51027	244.01	76
470000	51027	250.37	78
480000	51027	256.79	80
490000	51027	262.63	81
500000	51027	268.31	83
510000	51027	274.08	85
520000	51027	280.46	86
530000	51027	286.65	88
540000	51027	292.00	90
550000	51027	298.13	91
560000	51027	303.68	93
570000	51027	308.33	95
580000	51027	313.69	96
590000	51027	317.70	98
