0	733010	0.01	0
10000	75229	31.04	1
20000	54100	37.41	3
30000	52563	42.65	5
40000	52205	47.71	6
50000	51911	52.53	8
60000	51966	57.39	10
70000	51839	61.95	11
80000	51703	67.60	13
90000	51621	73.23	15
100000	51597	78.59	16
110000	51176	83.62	18
120000	51176	88.77	20
130000	51176	93.80	21
140000	51176	98.87	23
150000	51176	103.79	25
160000	51176	108.48	26
170000	51176	112.97	28
180000	51093	117.99	30
190000	51093	122.40	31
200000	51093	126.85	33
210000	51093	131.70	35
220000	51093	136.09	36
230000	51093	140.55	38
240000	51093	145.27	40
250000	51093	149.64	41
260000	51093	154.19	43
270000	51059	158.02	45
280000	51059	162.46	46
290000	51059	166.47	48
300000	51059	170.54	50
310000	51059	174.95	51
320000	51059	179.27	53
330000	51059	183.17	55
340000	51059	187.69	56
350000	51059	191.87	58
360000	51029	196.37	60
370000	51029	200.98	61
380000	51029	206.31	63
390000	51029	211.26	65
400000	51029	216.71	66
410000	51029	222.00	68
420000	51029	227.26	70
430000	51029	232.94	71
440000	51029	238.08	73
450000	51029	243.84	75
460000	51029	249.84	76
470000	51029	255.72	78
480000	51029	261.49	80
490000	51029	267.66	81
500000	51029	273.50	83
510000	51029	278.60	85
520000	51029	285.10	86
530000	51029	290.85	88
540000	51029	296.15	90
550000	51029	301.70	91
560000	51029	308.22	93
570000	51029	313.18	95
580000	51029	318.35	96
590000	51029	323.23	98
