0	730397	0.01	0
10000	72584	31.15	1
20000	53733	37.22	3
30000	52250	42.01	5
40000	52061	47.13	6
50000	52035	51.73	8
60000	51680	56.48	10
70000	51653	61.44	11
80000	51497	66.44	13
90000	51497	71.09	15
100000	51428	75.84	16
110000	51414	79.91	18
120000	51414	84.97	20
130000	51364	89.54	21
140000	51301	94.18	23
150000	51301	99.25	25
160000	51301	103.74	26
170000	51301	108.35	28
180000	51301	112.87	30
190000	51301	117.31	31
200000	51281	121.87	33
210000	51281	126.88	35
220000	51281	131.82	36
230000	51280	136.25	38
240000	51246	141.14	40
250000	51246	145.35	41
260000	51246	150.38	43
270000	51246	154.78	45
280000	51222	159.22	46
290000	51222	163.60	48
300000	51222	168.25	50
310000	51222	173.17	51
320000	51222	178.19	53
330000	51103	183.34	55
340000	51103	188.03	56
350000	51102	192.82	58
360000	51102	198.01	60
370000	51102	203.30	61
380000	51102	207.88	63
390000	51102	213.05	65
400000	51102	217.59	66
410000	51077	222.54	68
420000	51077	226.60	70
430000	51077	231.53	71
440000	51077	237.05	73
450000	51077	240.98	75
460000	51077	246.84	76
470000	51077	252.65	78
480000	51077	258.31	80
490000	51077	264.58	81
500000	51072	272.09	83
510000	51072	278.08	85
520000	51072	284.45	86
530000	51072	291.03	88
540000	51072	297.28	90
550000	51048	303.43	91
560000	51048	309.98	93
570000	51048	315.76	95
580000	51048	322.06	96
590000	51048	327.39	98
