0	732276	0.03	0
10000	74829	31.21	1
20000	53774	36.91	3
30000	52037	41.84	5
40000	52023	46.63	6
50000	51907	51.53	8
60000	51399	56.50	10
70000	51399	61.21	11
80000	51399	66.26	13
90000	51340	71.02	15
100000	51340	75.40	16
110000	51340	80.24	18
120000	51178	85.46	20
130000	51178	90.14	21
140000	51178	94.28	23
150000	51178	99.47	25
160000	51178	103.57	26
170000	51178	108.52	28
180000	51178	113.20	30
190000	51178	117.76	31
200000	51178	122.13	33
210000	51178	126.78	35
220000	51178	131.14	36
230000	51178	135.74	38
240000	51178	140.11	40
250000	51137	144.69	41
260000	51137	149.78	43
270000	51129	154.04	45
280000	51129	160.21	46
290000	51123	165.74	48
300000	51100	171.33	50
310000	51100	177.80	51
320000	51100	184.48	53
330000	51100	189.28	55
340000	51100	196.64	56
350000	51086	201.68	58
360000	51086	208.88	60
370000	51086	214.58	61
380000	51086	220.30	63
390000	50898	226.07	65
400000	50890	230.71	66
410000	50890	237.60	68
420000	50861	242.54	70
430000	50861	250.43	71
440000	50861	257.35	73
450000	50861	264.61	75
460000	50861	272.16	76
470000	50861	280.27	78
480000	50861	288.01	80
490000	50822	295.87	81
500000	50822	304.72	83
510000	50822	312.16	85
520000	50822	320.20	86
530000	50822	328.25	88
540000	50822	336.22	90
550000	50822	344.28	91
560000	50822	352.42	93
570000	50822	359.95	95
580000	50822	367.77	96
590000	50822	376.25	98
