0	707982	0.03
2000	311529	62.16
4000	166604	83.75
6000	98642	96.49
8000	68536	104.51
10000	56791	111.37
12000	52855	117.44
14000	52244	123.04
16000	51731	129.49
18000	51440	137.61
20000	51440	145.13
22000	51440	152.02
24000	51440	159.70
26000	51440	166.95
28000	51440	173.32
30000	51440	180.49
32000	51440	187.33
34000	51440	193.73
36000	51440	201.01
38000	51440	208.20
40000	51440	215.33
42000	51440	223.39
44000	51440	231.18
46000	51440	238.73
48000	51440	247.15
50000	51440	254.08
52000	51440	261.48
54000	51440	269.32
56000	51440	277.36
58000	51440	284.93
60000	51440	293.07
62000	51440	301.57
64000	51440	309.15
66000	51440	316.44
68000	51440	324.02
70000	51440	331.39
72000	51440	337.75
74000	51440	344.68
76000	51440	351.56
78000	51440	359.21
80000	51440	367.79
82000	51440	376.70
84000	51440	384.71
86000	51440	392.71
88000	51440	399.48
90000	51440	407.10
92000	51440	414.84
94000	51440	423.17
96000	51440	431.05
98000	51440	440.27
