0	729444	0.09
2000	306111	60.47
4000	165270	83.31
6000	100114	96.45
8000	67318	104.52
10000	55870	112.01
12000	53257	117.73
14000	52244	123.05
16000	51923	129.25
18000	51628	136.62
20000	51628	144.63
22000	51599	153.11
24000	51572	161.10
26000	51572	170.24
28000	51572	178.57
30000	51572	186.10
32000	51572	190.49
34000	51572	193.84
36000	51572	196.94
38000	51572	200.22
40000	51572	203.34
42000	51572	206.02
44000	51572	209.04
46000	51572	211.93
48000	51572	215.18
50000	51572	218.27
52000	51572	221.10
54000	51572	223.82
56000	51572	226.73
58000	51572	229.60
60000	51572	232.32
62000	51572	234.88
64000	51572	237.49
66000	51572	240.16
68000	51572	242.68
70000	51572	245.32
72000	51572	248.01
74000	51572	250.52
76000	51572	253.29
78000	51572	255.85
80000	51572	258.37
82000	51572	261.00
84000	51572	263.52
86000	51572	266.22
88000	51572	268.81
90000	51572	271.16
92000	51572	273.78
94000	51572	276.30
96000	51572	278.83
98000	51572	281.51
