0	728131	0.01
2000	302791	3.38
4000	162218	4.25
6000	96525	4.68
8000	69414	4.96
10000	56961	5.16
12000	53646	5.32
14000	52984	5.48
16000	52753	5.70
18000	52753	6.06
20000	52753	6.43
22000	52753	6.79
24000	52753	7.12
26000	52753	7.49
28000	52753	7.86
30000	52753	8.22
32000	52753	8.58
34000	52753	9.00
36000	52753	9.37
38000	52753	9.72
40000	52753	10.09
42000	52753	10.49
44000	52753	10.86
46000	52753	11.25
48000	52753	11.65
50000	52753	12.02
52000	52753	12.40
54000	52702	12.87
56000	52702	13.33
58000	52702	13.71
60000	52702	14.09
62000	52702	14.47
64000	52702	14.83
66000	52702	15.23
68000	52702	15.63
70000	52702	16.00
72000	52702	16.43
74000	52702	16.82
76000	52702	17.20
78000	52702	17.60
80000	52702	18.03
82000	52702	18.43
84000	52702	18.89
86000	52702	19.32
88000	52702	19.71
90000	52702	20.08
92000	52702	20.49
94000	52702	20.84
96000	52702	21.21
98000	52702	21.60
100000	52702	21.97
102000	52702	22.37
104000	52702	22.77
106000	52702	23.15
108000	52702	23.52
110000	52702	23.93
112000	52702	24.29
114000	52702	24.71
116000	52702	25.11
118000	52702	25.50
120000	52702	25.92
122000	52702	26.30
124000	52702	26.68
126000	52702	27.11
128000	52702	27.51
130000	52702	27.88
132000	52702	28.25
134000	52702	28.61
136000	52702	28.98
138000	52702	29.44
140000	52702	29.92
142000	52702	30.37
144000	52702	30.76
146000	52702	31.15
148000	52702	31.56
150000	52702	31.99
152000	52702	32.40
154000	52702	32.82
156000	52702	33.31
158000	52702	33.75
160000	52702	34.20
162000	52702	34.58
164000	52702	34.97
166000	52702	35.36
168000	52702	35.76
170000	52702	36.19
172000	52702	36.63
174000	52702	37.04
176000	52702	37.45
178000	52702	37.89
180000	52702	38.32
182000	52702	38.80
184000	52702	39.21
186000	52702	39.61
188000	52702	40.02
190000	52702	40.46
192000	52702	40.89
194000	52702	41.31
196000	52702	41.76
198000	52702	42.16
