0	716105	0.02
2000	309636	23.37
4000	166752	31.40
6000	99184	35.54
8000	68766	38.25
10000	56229	40.08
12000	53056	41.58
14000	52144	42.94
16000	51837	44.50
18000	51691	46.71
20000	51318	48.76
22000	51259	51.04
24000	51259	53.32
26000	51259	55.54
28000	51259	59.27
30000	51259	62.25
32000	51259	65.07
34000	51259	68.39
36000	51259	71.41
38000	51259	73.80
40000	51259	76.26
42000	51259	78.66
44000	51259	81.20
46000	51259	83.95
48000	51259	86.87
50000	51259	89.68
52000	51259	92.27
54000	51259	94.85
56000	51259	97.27
58000	51259	99.58
60000	51259	101.93
62000	51259	104.25
64000	51259	106.52
66000	51259	108.86
68000	51259	111.30
70000	51259	113.74
72000	51259	116.29
74000	51259	118.86
76000	51259	121.35
78000	51259	123.78
80000	51259	126.07
82000	51259	128.50
84000	51259	130.92
86000	51259	133.19
88000	51259	135.55
90000	51259	138.10
92000	51259	140.47
94000	51259	142.71
96000	51259	145.07
98000	51259	147.47
100000	51259	149.71
102000	51259	152.09
104000	51259	154.38
106000	51259	156.83
108000	51259	159.25
110000	51259	161.55
112000	51259	163.76
114000	51259	166.08
116000	51259	168.38
118000	51259	170.53
120000	51259	172.74
122000	51259	175.03
124000	51259	177.39
126000	51259	179.76
128000	51259	181.97
130000	51259	184.30
132000	51259	186.76
134000	51259	189.20
136000	51259	191.56
138000	51259	193.96
140000	51259	196.47
142000	51259	198.83
144000	51259	201.41
146000	51259	203.81
148000	51259	205.97
150000	51259	208.20
152000	51259	210.49
154000	51259	212.82
156000	51259	215.19
158000	51259	217.70
160000	51259	220.12
162000	51259	222.50
164000	51259	224.93
166000	51259	227.36
168000	51259	229.51
170000	51259	231.80
172000	51259	234.01
174000	51259	236.41
176000	51259	238.94
178000	51259	241.23
180000	51259	243.61
182000	51259	245.90
184000	51259	248.15
186000	51259	250.49
188000	51259	252.89
190000	51259	255.55
192000	51259	258.00
194000	51259	260.45
196000	51259	262.91
198000	51259	265.28
200000	51259	267.49
202000	51259	269.77
204000	51259	272.02
206000	51259	274.31
208000	51259	276.62
210000	51259	278.95
212000	51259	281.22
214000	51259	283.66
216000	51259	286.05
218000	51259	288.50
220000	51259	290.93
222000	51259	293.22
224000	51259	295.53
226000	51259	297.69
228000	51259	299.97
230000	51259	302.28
232000	51259	304.48
234000	51259	306.86
236000	51259	309.28
238000	51259	311.58
240000	51259	313.92
242000	51259	316.06
