0	729607	0.01	0
10000	72760	36.34	1
20000	53947	42.32	3
30000	52504	47.98	5
40000	52210	53.93	6
50000	52034	59.83	8
60000	51768	65.31	10
70000	51768	70.76	11
80000	51482	76.12	13
90000	51414	81.66	15
100000	51414	87.02	16
110000	51400	92.72	18
120000	51217	98.48	20
130000	51217	104.04	21
140000	51217	109.04	23
150000	51217	114.42	25
160000	51217	119.15	26
170000	51176	124.65	28
180000	51126	130.21	30
190000	51126	135.35	31
200000	51126	140.82	33
210000	51126	145.81	35
220000	51126	151.05	36
230000	51126	156.18	38
240000	51126	160.66	40
250000	51126	164.80	41
260000	51126	170.27	43
270000	51126	174.94	45
280000	51126	180.24	46
290000	51126	185.39	48
300000	51126	189.77	50
310000	51104	194.80	51
320000	51104	200.00	53
330000	51104	204.89	55
340000	51104	209.83	56
350000	51104	214.31	58
360000	51104	220.18	60
370000	51104	225.82	61
380000	51104	231.02	63
390000	51066	236.74	65
400000	51062	241.42	66
410000	51062	248.36	68
420000	51062	253.28	70
430000	51062	259.29	71
440000	51062	265.05	73
450000	51062	270.51	75
460000	51062	275.53	76
470000	51062	281.05	78
480000	51062	284.70	80
490000	51062	291.36	81
500000	51062	297.67	83
510000	51062	303.15	85
520000	51062	310.57	86
530000	51062	319.44	88
540000	51062	325.67	90
550000	51062	332.93	91
560000	51062	341.34	93
570000	51062	347.78	95
580000	51062	354.75	96
590000	51062	362.88	98
