0	733216	0.03	0
10000	74603	34.17	1
20000	53346	41.26	3
30000	52295	46.14	5
40000	51773	51.06	6
50000	51720	55.92	8
60000	51651	60.93	10
70000	51591	65.70	11
80000	51591	70.48	13
90000	51591	75.61	15
100000	51591	80.82	16
110000	51484	85.84	18
120000	51484	91.32	20
130000	51484	96.33	21
140000	51430	101.16	23
150000	51430	106.27	25
160000	51430	111.21	26
170000	51430	116.82	28
180000	51430	121.65	30
190000	51430	126.42	31
200000	51324	131.26	33
210000	51324	135.72	35
220000	51324	140.19	36
230000	51324	145.02	38
240000	51324	149.44	40
250000	51294	154.66	41
260000	51294	159.32	43
270000	51294	163.56	45
280000	51265	168.32	46
290000	51265	172.92	48
300000	51265	177.96	50
310000	51265	182.75	51
320000	51265	188.04	53
330000	51247	192.66	55
340000	51239	197.34	56
350000	51239	201.56	58
360000	51239	205.59	60
370000	51239	209.82	61
380000	51239	214.35	63
390000	51239	218.59	65
400000	51239	222.55	66
410000	51239	226.28	68
420000	51239	229.75	70
430000	51239	232.94	71
440000	51239	236.76	73
450000	51239	240.78	75
460000	51239	246.64	76
470000	51239	251.95	78
480000	51239	256.26	80
490000	51239	261.53	81
500000	51239	266.28	83
510000	51239	270.94	85
520000	51239	276.98	86
530000	51239	283.25	88
540000	51239	287.31	90
550000	51232	293.30	91
560000	51232	300.44	93
570000	51232	305.17	95
580000	51232	312.16	96
590000	51232	318.43	98
