0	726613	0.01	0
10000	76200	34.76	1
20000	53576	40.55	3
30000	52255	45.82	5
40000	52151	51.61	6
50000	52131	56.84	8
60000	51379	62.35	10
70000	51334	67.91	11
80000	51334	73.37	13
90000	51334	78.55	15
100000	51334	83.50	16
110000	51334	88.38	18
120000	51334	94.26	20
130000	51334	99.15	21
140000	51334	104.33	23
150000	51147	110.09	25
160000	51097	115.31	26
170000	51097	120.61	28
180000	51097	125.66	30
190000	51097	130.59	31
200000	51075	135.27	33
210000	51075	139.83	35
220000	51075	144.55	36
230000	51075	149.33	38
240000	51075	153.93	40
250000	51032	158.48	41
260000	51032	163.58	43
270000	51032	168.51	45
280000	51032	173.92	46
290000	51032	180.69	48
300000	51010	185.39	50
310000	51010	191.34	51
320000	51002	198.37	53
330000	51002	205.71	55
340000	51002	213.14	56
350000	51002	220.53	58
360000	51002	228.19	60
370000	51002	235.68	61
380000	51002	242.17	63
390000	51002	249.51	65
400000	51001	256.65	66
410000	51001	262.73	68
420000	51001	269.85	70
430000	51001	276.59	71
440000	51001	284.51	73
450000	51001	291.12	75
460000	51001	297.14	76
470000	51001	303.81	78
480000	51001	310.25	80
490000	51001	316.42	81
500000	51001	322.53	83
510000	51001	328.37	85
520000	51001	334.62	86
530000	51001	340.69	88
540000	51001	346.35	90
550000	51001	353.03	91
560000	51001	361.16	93
570000	51001	369.79	95
580000	51001	377.71	96
590000	51001	386.11	98
