0	723658	0.01	0
10000	75007	32.64	1
20000	54056	39.24	3
30000	52318	44.02	5
40000	51990	48.57	6
50000	51984	53.52	8
60000	51702	58.83	10
70000	51587	63.36	11
80000	51587	68.06	13
90000	51587	73.08	15
100000	51586	77.91	16
110000	51519	82.48	18
120000	51518	87.54	20
130000	51335	93.01	21
140000	51335	98.34	23
150000	51272	104.49	25
160000	51272	109.40	26
170000	51265	114.23	28
180000	51265	119.10	30
190000	51265	123.91	31
200000	51244	129.26	33
210000	51244	134.50	35
220000	51215	140.29	36
230000	51215	145.74	38
240000	51215	150.74	40
250000	51215	155.42	41
260000	51215	160.19	43
270000	51214	164.32	45
280000	51214	169.57	46
290000	51185	174.85	48
300000	51185	179.99	50
310000	51185	185.35	51
320000	51185	190.11	53
330000	51185	194.72	55
340000	51151	201.81	56
350000	51151	206.92	58
360000	51151	213.27	60
370000	51151	221.35	61
380000	51151	229.61	63
390000	51080	237.40	65
400000	51068	243.23	66
410000	51068	249.79	68
420000	51068	255.24	70
430000	51068	262.27	71
440000	50997	268.63	73
450000	50997	274.97	75
460000	50997	283.16	76
470000	50997	291.32	78
480000	50997	297.58	80
490000	50997	305.73	81
500000	50997	314.39	83
510000	50997	321.38	85
520000	50997	330.51	86
530000	50997	339.39	88
540000	50997	347.10	90
550000	50997	355.72	91
560000	50997	364.08	93
570000	50997	370.80	95
580000	50997	378.12	96
590000	50997	384.33	98
