0	736405	0.01	0
10000	75905	31.51	1
20000	53823	37.10	3
30000	52537	42.08	5
40000	51827	47.20	6
50000	51786	52.03	8
60000	51647	56.94	10
70000	51647	61.68	11
80000	51634	66.71	13
90000	51322	71.05	15
100000	51322	76.10	16
110000	51322	80.84	18
120000	51281	85.56	20
130000	51273	90.11	21
140000	51272	94.80	23
150000	51272	99.81	25
160000	51272	104.27	26
170000	51272	109.05	28
180000	51242	113.57	30
190000	51219	118.39	31
200000	51160	123.15	33
210000	51160	128.60	35
220000	51160	133.90	36
230000	51160	139.72	38
240000	51160	145.10	40
250000	51160	150.42	41
260000	51160	155.14	43
270000	51160	159.94	45
280000	51160	164.26	46
290000	51160	169.01	48
300000	51160	173.70	50
310000	51160	177.90	51
320000	51160	182.92	53
330000	51160	187.54	55
340000	51160	191.49	56
350000	51160	196.43	58
360000	51160	201.29	60
370000	51160	206.03	61
380000	51160	211.29	63
390000	51160	216.16	65
400000	51160	221.47	66
410000	51160	227.15	68
420000	51160	233.06	70
430000	51160	239.31	71
440000	51141	245.45	73
450000	51141	252.24	75
460000	51141	258.83	76
470000	51141	266.38	78
480000	51141	273.08	80
490000	51141	280.55	81
500000	51120	287.59	83
510000	51120	295.02	85
520000	51120	302.03	86
530000	51120	309.40	88
540000	51120	316.90	90
550000	51120	324.40	91
560000	51120	331.57	93
570000	51120	339.60	95
580000	51120	347.70	96
590000	51120	355.26	98
