0	729611	0.01	0
10000	73972	33.36	1
20000	53774	38.70	3
30000	52471	43.86	5
40000	52156	48.77	6
50000	52069	54.06	8
60000	51516	58.96	10
70000	51516	64.10	11
80000	51516	68.71	13
90000	51506	73.89	15
100000	51506	78.75	16
110000	51506	82.98	18
120000	51506	88.51	20
130000	51506	93.37	21
140000	51456	98.12	23
150000	51456	102.77	25
160000	51456	108.10	26
170000	51456	113.14	28
180000	51456	118.07	30
190000	51297	122.88	31
200000	51297	127.55	33
210000	51297	132.21	35
220000	51297	137.01	36
230000	51297	141.67	38
240000	51297	146.45	40
250000	51172	151.54	41
260000	51172	155.64	43
270000	51172	159.79	45
280000	51172	164.44	46
290000	51172	168.28	48
300000	51144	173.08	50
310000	51144	178.42	51
320000	51144	183.39	53
330000	51144	187.48	55
340000	51144	193.78	56
350000	51144	198.10	58
360000	51144	204.18	60
370000	51144	209.47	61
380000	51144	214.03	63
390000	51144	220.81	65
400000	51144	224.63	66
410000	51144	231.16	68
420000	51144	235.89	70
430000	51144	241.34	71
440000	51144	248.29	73
450000	51144	253.36	75
460000	51144	259.75	76
470000	51144	266.23	78
480000	51144	270.95	80
490000	51115	277.14	81
500000	51115	284.88	83
510000	51115	290.62	85
520000	51115	296.68	86
530000	51115	303.09	88
540000	51115	308.77	90
550000	51115	314.31	91
560000	51115	320.48	93
570000	51115	326.71	95
580000	51115	332.70	96
590000	51102	338.35	98
